model,scenario,year,tas_c,anomaly
MPI-ESM1-2-HR,ssp585,2089,17.7004,3.7758
MPI-ESM1-2-HR,ssp585,2090,17.8357,3.9111
MPI-ESM1-2-HR,ssp585,2091,18.0658,4.1412
MPI-ESM1-2-HR,ssp585,2092,17.9823,4.0576
MPI-ESM1-2-HR,ssp585,2093,18.0125,4.0879
MPI-ESM1-2-HR,ssp585,2094,18.056,4.1314
MPI-ESM1-2-HR,ssp585,2095,18.11,4.1854
MPI-ESM1-2-HR,ssp585,2096,18.2095,4.2849
MPI-ESM1-2-HR,ssp585,2097,18.2094,4.2848
MPI-ESM1-2-HR,ssp585,2098,18.2878,4.3632
MPI-ESM1-2-HR,ssp585,2099,18.3082,4.3836
MPI-ESM1-2-HR,ssp585,2100,18.2257,4.3011
