year,city,scenario,sea_level_cm,lat,lon
2060,Seattle WA,ssp585,18.9,47.61,-122.33
2061,Seattle WA,ssp585,19.529999,47.61,-122.33
2062,Seattle WA,ssp585,20.16,47.61,-122.33
2063,Seattle WA,ssp585,20.79,47.61,-122.33
2064,Seattle WA,ssp585,21.42,47.61,-122.33
2065,Seattle WA,ssp585,22.05,47.61,-122.33
2066,Seattle WA,ssp585,22.68,47.61,-122.33
2067,Seattle WA,ssp585,23.310001,47.61,-122.33
2068,Seattle WA,ssp585,23.94,47.61,-122.33
2069,Seattle WA,ssp585,24.57,47.61,-122.33
2070,Seattle WA,ssp585,25.2,47.61,-122.33
2071,Seattle WA,ssp585,25.980001,47.61,-122.33
2072,Seattle WA,ssp585,26.76,47.61,-122.33
2073,Seattle WA,ssp585,27.54,47.61,-122.33
2074,Seattle WA,ssp585,28.32,47.61,-122.33
2075,Seattle WA,ssp585,29.1,47.61,-122.33
2076,Seattle WA,ssp585,29.880001,47.61,-122.33
2077,Seattle WA,ssp585,30.66,47.61,-122.33
2078,Seattle WA,ssp585,31.44,47.61,-122.33
2079,Seattle WA,ssp585,32.22,47.61,-122.33
2080,Seattle WA,ssp585,33.0,47.61,-122.33
2081,Seattle WA,ssp585,33.94,47.61,-122.33
2082,Seattle WA,ssp585,34.88,47.61,-122.33
2083,Seattle WA,ssp585,35.82,47.61,-122.33
2084,Seattle WA,ssp585,36.760002,47.61,-122.33
2085,Seattle WA,ssp585,37.7,47.61,-122.33
2086,Seattle WA,ssp585,38.64,47.61,-122.33
2087,Seattle WA,ssp585,39.58,47.61,-122.33
2088,Seattle WA,ssp585,40.52,47.61,-122.33
2089,Seattle WA,ssp585,41.460003,47.61,-122.33
2090,Seattle WA,ssp585,42.4,47.61,-122.33
2091,Seattle WA,ssp585,43.33,47.61,-122.33
2092,Seattle WA,ssp585,44.260002,47.61,-122.33
2093,Seattle WA,ssp585,45.190002,47.61,-122.33
2094,Seattle WA,ssp585,46.120003,47.61,-122.33
2095,Seattle WA,ssp585,47.050003,47.61,-122.33
2096,Seattle WA,ssp585,47.98,47.61,-122.33
2097,Seattle WA,ssp585,48.91,47.61,-122.33
2098,Seattle WA,ssp585,49.84,47.61,-122.33
2099,Seattle WA,ssp585,50.77,47.61,-122.33
2100,Seattle WA,ssp585,51.7,47.61,-122.33
2020,Tampa FL,ssp126,8.0,27.95,-82.46
2021,Tampa FL,ssp126,8.67,27.95,-82.46
2022,Tampa FL,ssp126,9.34,27.95,-82.46
2023,Tampa FL,ssp126,10.01,27.95,-82.46
2024,Tampa FL,ssp126,10.68,27.95,-82.46
2025,Tampa FL,ssp126,11.35,27.95,-82.46
2026,Tampa FL,ssp126,12.0199995,27.95,-82.46
2027,Tampa FL,ssp126,12.69,27.95,-82.46
2028,Tampa FL,ssp126,13.36,27.95,-82.46
2029,Tampa FL,ssp126,14.03,27.95,-82.46
2030,Tampa FL,ssp126,14.7,27.95,-82.46
2031,Tampa FL,ssp126,15.32,27.95,-82.46
2032,Tampa FL,ssp126,15.94,27.95,-82.46
2033,Tampa FL,ssp126,16.56,27.95,-82.46
2034,Tampa FL,ssp126,17.18,27.95,-82.46
2035,Tampa FL,ssp126,17.8,27.95,-82.46
2036,Tampa FL,ssp126,18.42,27.95,-82.46
2037,Tampa FL,ssp126,19.039999,27.95,-82.46
2038,Tampa FL,ssp126,19.66,27.95,-82.46
2039,Tampa FL,ssp126,20.279999,27.95,-82.46
2040,Tampa FL,ssp126,20.9,27.95,-82.46
2041,Tampa FL,ssp126,21.56,27.95,-82.46
2042,Tampa FL,ssp126,22.22,27.95,-82.46
2043,Tampa FL,ssp126,22.88,27.95,-82.46
2044,Tampa FL,ssp126,23.539999,27.95,-82.46
2045,Tampa FL,ssp126,24.2,27.95,-82.46
2046,Tampa FL,ssp126,24.86,27.95,-82.46
2047,Tampa FL,ssp126,25.52,27.95,-82.46
2048,Tampa FL,ssp126,26.18,27.95,-82.46
2049,Tampa FL,ssp126,26.84,27.95,-82.46
2050,Tampa FL,ssp126,27.5,27.95,-82.46
2051,Tampa FL,ssp126,28.05,27.95,-82.46
2052,Tampa FL,ssp126,28.6,27.95,-82.46
2053,Tampa FL,ssp126,29.15,27.95,-82.46
2054,Tampa FL,ssp126,29.7,27.95,-82.46
2055,Tampa FL,ssp126,30.25,27.95,-82.46
2056,Tampa FL,ssp126,30.8,27.95,-82.46
2057,Tampa FL,ssp126,31.35,27.95,-82.46
2058,Tampa FL,ssp126,31.9,27.95,-82.46
2059,Tampa FL,ssp126,32.45,27.95,-82.46
2060,Tampa FL,ssp126,33.0,27.95,-82.46
2061,Tampa FL,ssp126,33.66,27.95,-82.46
2062,Tampa FL,ssp126,34.32,27.95,-82.46
2063,Tampa FL,ssp126,34.98,27.95,-82.46
2064,Tampa FL,ssp126,35.64,27.95,-82.46
2065,Tampa FL,ssp126,36.3,27.95,-82.46
2066,Tampa FL,ssp126,36.96,27.95,-82.46
2067,Tampa FL,ssp126,37.62,27.95,-82.46
2068,Tampa FL,ssp126,38.28,27.95,-82.46
2069,Tampa FL,ssp126,38.94,27.95,-82.46
2070,Tampa FL,ssp126,39.6,27.95,-82.46
2071,Tampa FL,ssp126,40.14,27.95,-82.46
2072,Tampa FL,ssp126,40.68,27.95,-82.46
2073,Tampa FL,ssp126,41.219997,27.95,-82.46
2074,Tampa FL,ssp126,41.76,27.95,-82.46
2075,Tampa FL,ssp126,42.3,27.95,-82.46
2076,Tampa FL,ssp126,42.84,27.95,-82.46
2077,Tampa FL,ssp126,43.38,27.95,-82.46
2078,Tampa FL,ssp126,43.92,27.95,-82.46
2079,Tampa FL,ssp126,44.46,27.95,-82.46
2080,Tampa FL,ssp126,45.0,27.95,-82.46
2081,Tampa FL,ssp126,45.5,27.95,-82.46
2082,Tampa FL,ssp126,46.0,27.95,-82.46
2083,Tampa FL,ssp126,46.5,27.95,-82.46
2084,Tampa FL,ssp126,47.0,27.95,-82.46
2085,Tampa FL,ssp126,47.5,27.95,-82.46
2086,Tampa FL,ssp126,48.0,27.95,-82.46
2087,Tampa FL,ssp126,48.5,27.95,-82.46
2088,Tampa FL,ssp126,49.0,27.95,-82.46
2089,Tampa FL,ssp126,49.5,27.95,-82.46
2090,Tampa FL,ssp126,50.0,27.95,-82.46
2091,Tampa FL,ssp126,50.58,27.95,-82.46
2092,Tampa FL,ssp126,51.16,27.95,-82.46
2093,Tampa FL,ssp126,51.739998,27.95,-82.46
2094,Tampa FL,ssp126,52.32,27.95,-82.46
2095,Tampa FL,ssp126,52.9,27.95,-82.46
2096,Tampa FL,ssp126,53.48,27.95,-82.46
2097,Tampa FL,ssp126,54.059998,27.95,-82.46
2098,Tampa FL,ssp126,54.64,27.95,-82.46
2099,Tampa FL,ssp126,55.22,27.95,-82.46
2100,Tampa FL,ssp126,55.8,27.95,-82.46
2020,Tampa FL,ssp245,7.8,27.95,-82.46
2021,Tampa FL,ssp245,8.45,27.95,-82.46
2022,Tampa FL,ssp245,9.1,27.95,-82.46
2023,Tampa FL,ssp245,9.75,27.95,-82.46
2024,Tampa FL,ssp245,10.400001,27.95,-82.46
2025,Tampa FL,ssp245,11.05,27.95,-82.46
2026,Tampa FL,ssp245,11.7,27.95,-82.46
2027,Tampa FL,ssp245,12.35,27.95,-82.46
2028,Tampa FL,ssp245,13.0,27.95,-82.46
2029,Tampa FL,ssp245,13.650001,27.95,-82.46
2030,Tampa FL,ssp245,14.3,27.95,-82.46
2031,Tampa FL,ssp245,14.99,27.95,-82.46
2032,Tampa FL,ssp245,15.68,27.95,-82.46
2033,Tampa FL,ssp245,16.37,27.95,-82.46
2034,Tampa FL,ssp245,17.060001,27.95,-82.46
2035,Tampa FL,ssp245,17.75,27.95,-82.46
2036,Tampa FL,ssp245,18.44,27.95,-82.46
2037,Tampa FL,ssp245,19.130001,27.95,-82.46
2038,Tampa FL,ssp245,19.82,27.95,-82.46
2039,Tampa FL,ssp245,20.51,27.95,-82.46
2040,Tampa FL,ssp245,21.2,27.95,-82.46
2041,Tampa FL,ssp245,21.970001,27.95,-82.46
2042,Tampa FL,ssp245,22.74,27.95,-82.46
2043,Tampa FL,ssp245,23.51,27.95,-82.46
2044,Tampa FL,ssp245,24.28,27.95,-82.46
2045,Tampa FL,ssp245,25.05,27.95,-82.46
2046,Tampa FL,ssp245,25.82,27.95,-82.46
2047,Tampa FL,ssp245,26.59,27.95,-82.46
2048,Tampa FL,ssp245,27.36,27.95,-82.46
2049,Tampa FL,ssp245,28.13,27.95,-82.46
2050,Tampa FL,ssp245,28.9,27.95,-82.46
2051,Tampa FL,ssp245,29.61,27.95,-82.46
2052,Tampa FL,ssp245,30.32,27.95,-82.46
2053,Tampa FL,ssp245,31.029999,27.95,-82.46
2054,Tampa FL,ssp245,31.74,27.95,-82.46
2055,Tampa FL,ssp245,32.45,27.95,-82.46
2056,Tampa FL,ssp245,33.16,27.95,-82.46
2057,Tampa FL,ssp245,33.87,27.95,-82.46
2058,Tampa FL,ssp245,34.58,27.95,-82.46
2059,Tampa FL,ssp245,35.29,27.95,-82.46
2060,Tampa FL,ssp245,36.0,27.95,-82.46
2061,Tampa FL,ssp245,36.78,27.95,-82.46
2062,Tampa FL,ssp245,37.56,27.95,-82.46
2063,Tampa FL,ssp245,38.34,27.95,-82.46
2064,Tampa FL,ssp245,39.12,27.95,-82.46
2065,Tampa FL,ssp245,39.9,27.95,-82.46
2066,Tampa FL,ssp245,40.68,27.95,-82.46
2067,Tampa FL,ssp245,41.46,27.95,-82.46
2068,Tampa FL,ssp245,42.239998,27.95,-82.46
2069,Tampa FL,ssp245,43.02,27.95,-82.46
2070,Tampa FL,ssp245,43.8,27.95,-82.46
2071,Tampa FL,ssp245,44.59,27.95,-82.46
2072,Tampa FL,ssp245,45.38,27.95,-82.46
2073,Tampa FL,ssp245,46.17,27.95,-82.46
2074,Tampa FL,ssp245,46.96,27.95,-82.46
2075,Tampa FL,ssp245,47.75,27.95,-82.46
2076,Tampa FL,ssp245,48.54,27.95,-82.46
2077,Tampa FL,ssp245,49.33,27.95,-82.46
2078,Tampa FL,ssp245,50.12,27.95,-82.46
2079,Tampa FL,ssp245,50.91,27.95,-82.46
2080,Tampa FL,ssp245,51.7,27.95,-82.46
2081,Tampa FL,ssp245,52.46,27.95,-82.46
2082,Tampa FL,ssp245,53.22,27.95,-82.46
2083,Tampa FL,ssp245,53.98,27.95,-82.46
2084,Tampa FL,ssp245,54.74,27.95,-82.46
2085,Tampa FL,ssp245,55.5,27.95,-82.46
2086,Tampa FL,ssp245,56.26,27.95,-82.46
2087,Tampa FL,ssp245,57.02,27.95,-82.46
2088,Tampa FL,ssp245,57.78,27.95,-82.46
2089,Tampa FL,ssp245,58.54,27.95,-82.46
2090,Tampa FL,ssp245,59.3,27.95,-82.46
2091,Tampa FL,ssp245,60.129997,27.95,-82.46
2092,Tampa FL,ssp245,60.96,27.95,-82.46
2093,Tampa FL,ssp245,61.79,27.95,-82.46
2094,Tampa FL,ssp245,62.62,27.95,-82.46
2095,Tampa FL,ssp245,63.449997,27.95,-82.46
2096,Tampa FL,ssp245,64.28,27.95,-82.46
2097,Tampa FL,ssp245,65.11,27.95,-82.46
2098,Tampa FL,ssp245,65.94,27.95,-82.46
2099,Tampa FL,ssp245,66.77,27.95,-82.46
2100,Tampa FL,ssp245,67.6,27.95,-82.46
2020,Tampa FL,ssp370,8.1,27.95,-82.46
2021,Tampa FL,ssp370,8.7300005,27.95,-82.46
2022,Tampa FL,ssp370,9.360001,27.95,-82.46
2023,Tampa FL,ssp370,9.99,27.95,-82.46
2024,Tampa FL,ssp370,10.62,27.95,-82.46
2025,Tampa FL,ssp370,11.25,27.95,-82.46
2026,Tampa FL,ssp370,11.88,27.95,-82.46
2027,Tampa FL,ssp370,12.51,27.95,-82.46
2028,Tampa FL,ssp370,13.139999,27.95,-82.46
2029,Tampa FL,ssp370,13.7699995,27.95,-82.46
2030,Tampa FL,ssp370,14.4,27.95,-82.46
2031,Tampa FL,ssp370,15.08,27.95,-82.46
2032,Tampa FL,ssp370,15.76,27.95,-82.46
2033,Tampa FL,ssp370,16.44,27.95,-82.46
2034,Tampa FL,ssp370,17.12,27.95,-82.46
2035,Tampa FL,ssp370,17.8,27.95,-82.46
2036,Tampa FL,ssp370,18.48,27.95,-82.46
2037,Tampa FL,ssp370,19.16,27.95,-82.46
2038,Tampa FL,ssp370,19.84,27.95,-82.46
2039,Tampa FL,ssp370,20.52,27.95,-82.46
2040,Tampa FL,ssp370,21.2,27.95,-82.46
2041,Tampa FL,ssp370,22.01,27.95,-82.46
2042,Tampa FL,ssp370,22.82,27.95,-82.46
2043,Tampa FL,ssp370,23.630001,27.95,-82.46
2044,Tampa FL,ssp370,24.44,27.95,-82.46
2045,Tampa FL,ssp370,25.25,27.95,-82.46
2046,Tampa FL,ssp370,26.06,27.95,-82.46
2047,Tampa FL,ssp370,26.869999,27.95,-82.46
2048,Tampa FL,ssp370,27.68,27.95,-82.46
2049,Tampa FL,ssp370,28.49,27.95,-82.46
2050,Tampa FL,ssp370,29.3,27.95,-82.46
2051,Tampa FL,ssp370,30.099998,27.95,-82.46
2052,Tampa FL,ssp370,30.9,27.95,-82.46
2053,Tampa FL,ssp370,31.699999,27.95,-82.46
2054,Tampa FL,ssp370,32.5,27.95,-82.46
2055,Tampa FL,ssp370,33.3,27.95,-82.46
2056,Tampa FL,ssp370,34.1,27.95,-82.46
2057,Tampa FL,ssp370,34.899998,27.95,-82.46
2058,Tampa FL,ssp370,35.7,27.95,-82.46
2059,Tampa FL,ssp370,36.5,27.95,-82.46
2060,Tampa FL,ssp370,37.3,27.95,-82.46
2061,Tampa FL,ssp370,38.239998,27.95,-82.46
2062,Tampa FL,ssp370,39.18,27.95,-82.46
2063,Tampa FL,ssp370,40.12,27.95,-82.46
2064,Tampa FL,ssp370,41.06,27.95,-82.46
2065,Tampa FL,ssp370,42.0,27.95,-82.46
2066,Tampa FL,ssp370,42.94,27.95,-82.46
2067,Tampa FL,ssp370,43.88,27.95,-82.46
2068,Tampa FL,ssp370,44.82,27.95,-82.46
2069,Tampa FL,ssp370,45.760002,27.95,-82.46
2070,Tampa FL,ssp370,46.7,27.95,-82.46
2071,Tampa FL,ssp370,47.670002,27.95,-82.46
2072,Tampa FL,ssp370,48.64,27.95,-82.46
2073,Tampa FL,ssp370,49.61,27.95,-82.46
2074,Tampa FL,ssp370,50.58,27.95,-82.46
2075,Tampa FL,ssp370,51.550003,27.95,-82.46
2076,Tampa FL,ssp370,52.52,27.95,-82.46
2077,Tampa FL,ssp370,53.49,27.95,-82.46
2078,Tampa FL,ssp370,54.460003,27.95,-82.46
2079,Tampa FL,ssp370,55.43,27.95,-82.46
2080,Tampa FL,ssp370,56.4,27.95,-82.46
2081,Tampa FL,ssp370,57.47,27.95,-82.46
2082,Tampa FL,ssp370,58.54,27.95,-82.46
2083,Tampa FL,ssp370,59.61,27.95,-82.46
2084,Tampa FL,ssp370,60.68,27.95,-82.46
2085,Tampa FL,ssp370,61.75,27.95,-82.46
2086,Tampa FL,ssp370,62.82,27.95,-82.46
2087,Tampa FL,ssp370,63.89,27.95,-82.46
2088,Tampa FL,ssp370,64.96,27.95,-82.46
2089,Tampa FL,ssp370,66.03,27.95,-82.46
2090,Tampa FL,ssp370,67.1,27.95,-82.46
2091,Tampa FL,ssp370,68.32,27.95,-82.46
2092,Tampa FL,ssp370,69.54,27.95,-82.46
2093,Tampa FL,ssp370,70.76,27.95,-82.46
2094,Tampa FL,ssp370,71.98,27.95,-82.46
2095,Tampa FL,ssp370,73.2,27.95,-82.46
2096,Tampa FL,ssp370,74.42,27.95,-82.46
2097,Tampa FL,ssp370,75.64,27.95,-82.46
2098,Tampa FL,ssp370,76.86,27.95,-82.46
2099,Tampa FL,ssp370,78.08,27.95,-82.46
2100,Tampa FL,ssp370,79.3,27.95,-82.46
2020,Tampa FL,ssp585,8.0,27.95,-82.46
2021,Tampa FL,ssp585,8.66,27.95,-82.46
2022,Tampa FL,ssp585,9.32,27.95,-82.46
2023,Tampa FL,ssp585,9.9800005,27.95,-82.46
2024,Tampa FL,ssp585,10.64,27.95,-82.46
2025,Tampa FL,ssp585,11.3,27.95,-82.46
2026,Tampa FL,ssp585,11.96,27.95,-82.46
2027,Tampa FL,ssp585,12.62,27.95,-82.46
2028,Tampa FL,ssp585,13.280001,27.95,-82.46
2029,Tampa FL,ssp585,13.940001,27.95,-82.46
2030,Tampa FL,ssp585,14.6,27.95,-82.46
2031,Tampa FL,ssp585,15.38,27.95,-82.46
2032,Tampa FL,ssp585,16.16,27.95,-82.46
2033,Tampa FL,ssp585,16.94,27.95,-82.46
2034,Tampa FL,ssp585,17.72,27.95,-82.46
2035,Tampa FL,ssp585,18.5,27.95,-82.46
2036,Tampa FL,ssp585,19.28,27.95,-82.46
2037,Tampa FL,ssp585,20.06,27.95,-82.46
2038,Tampa FL,ssp585,20.84,27.95,-82.46
2039,Tampa FL,ssp585,21.619999,27.95,-82.46
2040,Tampa FL,ssp585,22.4,27.95,-82.46
2041,Tampa FL,ssp585,23.31,27.95,-82.46
2042,Tampa FL,ssp585,24.22,27.95,-82.46
2043,Tampa FL,ssp585,25.13,27.95,-82.46
2044,Tampa FL,ssp585,26.039999,27.95,-82.46
2045,Tampa FL,ssp585,26.95,27.95,-82.46
2046,Tampa FL,ssp585,27.86,27.95,-82.46
2047,Tampa FL,ssp585,28.77,27.95,-82.46
2048,Tampa FL,ssp585,29.68,27.95,-82.46
2049,Tampa FL,ssp585,30.59,27.95,-82.46
2050,Tampa FL,ssp585,31.5,27.95,-82.46
2051,Tampa FL,ssp585,32.36,27.95,-82.46
2052,Tampa FL,ssp585,33.22,27.95,-82.46
2053,Tampa FL,ssp585,34.079998,27.95,-82.46
2054,Tampa FL,ssp585,34.94,27.95,-82.46
2055,Tampa FL,ssp585,35.8,27.95,-82.46
2056,Tampa FL,ssp585,36.66,27.95,-82.46
2057,Tampa FL,ssp585,37.52,27.95,-82.46
2058,Tampa FL,ssp585,38.379997,27.95,-82.46
2059,Tampa FL,ssp585,39.239998,27.95,-82.46
2060,Tampa FL,ssp585,40.1,27.95,-82.46
2061,Tampa FL,ssp585,41.12,27.95,-82.46
2062,Tampa FL,ssp585,42.14,27.95,-82.46
2063,Tampa FL,ssp585,43.16,27.95,-82.46
2064,Tampa FL,ssp585,44.18,27.95,-82.46
2065,Tampa FL,ssp585,45.199997,27.95,-82.46
2066,Tampa FL,ssp585,46.219997,27.95,-82.46
2067,Tampa FL,ssp585,47.239998,27.95,-82.46
2068,Tampa FL,ssp585,48.26,27.95,-82.46
2069,Tampa FL,ssp585,49.28,27.95,-82.46
2070,Tampa FL,ssp585,50.3,27.95,-82.46
2071,Tampa FL,ssp585,51.41,27.95,-82.46
2072,Tampa FL,ssp585,52.52,27.95,-82.46
2073,Tampa FL,ssp585,53.63,27.95,-82.46
2074,Tampa FL,ssp585,54.74,27.95,-82.46
2075,Tampa FL,ssp585,55.85,27.95,-82.46
2076,Tampa FL,ssp585,56.96,27.95,-82.46
2077,Tampa FL,ssp585,58.07,27.95,-82.46
2078,Tampa FL,ssp585,59.18,27.95,-82.46
2079,Tampa FL,ssp585,60.29,27.95,-82.46
2080,Tampa FL,ssp585,61.4,27.95,-82.46
2081,Tampa FL,ssp585,62.68,27.95,-82.46
2082,Tampa FL,ssp585,63.96,27.95,-82.46
2083,Tampa FL,ssp585,65.24,27.95,-82.46
2084,Tampa FL,ssp585,66.52,27.95,-82.46
2085,Tampa FL,ssp585,67.8,27.95,-82.46
2086,Tampa FL,ssp585,69.08,27.95,-82.46
2087,Tampa FL,ssp585,70.36,27.95,-82.46
2088,Tampa FL,ssp585,71.64,27.95,-82.46
2089,Tampa FL,ssp585,72.92,27.95,-82.46
2090,Tampa FL,ssp585,74.2,27.95,-82.46
2091,Tampa FL,ssp585,75.579994,27.95,-82.46
2092,Tampa FL,ssp585,76.96,27.95,-82.46
2093,Tampa FL,ssp585,78.34,27.95,-82.46
2094,Tampa FL,ssp585,79.72,27.95,-82.46
2095,Tampa FL,ssp585,81.1,27.95,-82.46
2096,Tampa FL,ssp585,82.479996,27.95,-82.46
2097,Tampa FL,ssp585,83.86,27.95,-82.46
2098,Tampa FL,ssp585,85.24,27.95,-82.46
2099,Tampa FL,ssp585,86.62,27.95,-82.46
2100,Tampa FL,ssp585,88.0,27.95,-82.46
