year,city,scenario,sea_level_cm,lat,lon
2063,New York NY,ssp585,48.96,40.71,-74.01
2064,New York NY,ssp585,50.079998,40.71,-74.01
2065,New York NY,ssp585,51.199997,40.71,-74.01
2066,New York NY,ssp585,52.32,40.71,-74.01
2067,New York NY,ssp585,53.44,40.71,-74.01
2068,New York NY,ssp585,54.559998,40.71,-74.01
2069,New York NY,ssp585,55.68,40.71,-74.01
2070,New York NY,ssp585,56.8,40.71,-74.01
2071,New York NY,ssp585,58.0,40.71,-74.01
2072,New York NY,ssp585,59.2,40.71,-74.01
2073,New York NY,ssp585,60.4,40.71,-74.01
2074,New York NY,ssp585,61.600002,40.71,-74.01
2075,New York NY,ssp585,62.800003,40.71,-74.01
2076,New York NY,ssp585,64.0,40.71,-74.01
2077,New York NY,ssp585,65.200005,40.71,-74.01
2078,New York NY,ssp585,66.4,40.71,-74.01
2079,New York NY,ssp585,67.600006,40.71,-74.01
2080,New York NY,ssp585,68.8,40.71,-74.01
2081,New York NY,ssp585,70.14,40.71,-74.01
2082,New York NY,ssp585,71.48,40.71,-74.01
2083,New York NY,ssp585,72.82,40.71,-74.01
2084,New York NY,ssp585,74.16,40.71,-74.01
2085,New York NY,ssp585,75.5,40.71,-74.01
2086,New York NY,ssp585,76.84,40.71,-74.01
2087,New York NY,ssp585,78.18,40.71,-74.01
2088,New York NY,ssp585,79.52,40.71,-74.01
2089,New York NY,ssp585,80.86,40.71,-74.01
2090,New York NY,ssp585,82.2,40.71,-74.01
2091,New York NY,ssp585,83.549995,40.71,-74.01
2092,New York NY,ssp585,84.899994,40.71,-74.01
2093,New York NY,ssp585,86.25,40.71,-74.01
2094,New York NY,ssp585,87.6,40.71,-74.01
2095,New York NY,ssp585,88.95,40.71,-74.01
2096,New York NY,ssp585,90.299995,40.71,-74.01
2097,New York NY,ssp585,91.649994,40.71,-74.01
2098,New York NY,ssp585,93.0,40.71,-74.01
2099,New York NY,ssp585,94.35,40.71,-74.01
2100,New York NY,ssp585,95.7,40.71,-74.01
2020,Norfolk VA,ssp126,11.3,36.85,-76.29
2021,Norfolk VA,ssp126,12.18,36.85,-76.29
2022,Norfolk VA,ssp126,13.06,36.85,-76.29
2023,Norfolk VA,ssp126,13.940001,36.85,-76.29
2024,Norfolk VA,ssp126,14.820001,36.85,-76.29
2025,Norfolk VA,ssp126,15.700001,36.85,-76.29
2026,Norfolk VA,ssp126,16.58,36.85,-76.29
2027,Norfolk VA,ssp126,17.460001,36.85,-76.29
2028,Norfolk VA,ssp126,18.34,36.85,-76.29
2029,Norfolk VA,ssp126,19.220001,36.85,-76.29
2030,Norfolk VA,ssp126,20.1,36.85,-76.29
2031,Norfolk VA,ssp126,20.93,36.85,-76.29
2032,Norfolk VA,ssp126,21.76,36.85,-76.29
2033,Norfolk VA,ssp126,22.59,36.85,-76.29
2034,Norfolk VA,ssp126,23.42,36.85,-76.29
2035,Norfolk VA,ssp126,24.25,36.85,-76.29
2036,Norfolk VA,ssp126,25.08,36.85,-76.29
2037,Norfolk VA,ssp126,25.91,36.85,-76.29
2038,Norfolk VA,ssp126,26.74,36.85,-76.29
2039,Norfolk VA,ssp126,27.57,36.85,-76.29
2040,Norfolk VA,ssp126,28.4,36.85,-76.29
2041,Norfolk VA,ssp126,29.24,36.85,-76.29
2042,Norfolk VA,ssp126,30.08,36.85,-76.29
2043,Norfolk VA,ssp126,30.92,36.85,-76.29
2044,Norfolk VA,ssp126,31.76,36.85,-76.29
2045,Norfolk VA,ssp126,32.6,36.85,-76.29
2046,Norfolk VA,ssp126,33.44,36.85,-76.29
2047,Norfolk VA,ssp126,34.28,36.85,-76.29
2048,Norfolk VA,ssp126,35.12,36.85,-76.29
2049,Norfolk VA,ssp126,35.96,36.85,-76.29
2050,Norfolk VA,ssp126,36.8,36.85,-76.29
2051,Norfolk VA,ssp126,37.52,36.85,-76.29
2052,Norfolk VA,ssp126,38.239998,36.85,-76.29
2053,Norfolk VA,ssp126,38.96,36.85,-76.29
2054,Norfolk VA,ssp126,39.68,36.85,-76.29
2055,Norfolk VA,ssp126,40.4,36.85,-76.29
2056,Norfolk VA,ssp126,41.12,36.85,-76.29
2057,Norfolk VA,ssp126,41.84,36.85,-76.29
2058,Norfolk VA,ssp126,42.56,36.85,-76.29
2059,Norfolk VA,ssp126,43.28,36.85,-76.29
2060,Norfolk VA,ssp126,44.0,36.85,-76.29
2061,Norfolk VA,ssp126,44.8,36.85,-76.29
2062,Norfolk VA,ssp126,45.6,36.85,-76.29
2063,Norfolk VA,ssp126,46.4,36.85,-76.29
2064,Norfolk VA,ssp126,47.2,36.85,-76.29
2065,Norfolk VA,ssp126,48.0,36.85,-76.29
2066,Norfolk VA,ssp126,48.8,36.85,-76.29
2067,Norfolk VA,ssp126,49.6,36.85,-76.29
2068,Norfolk VA,ssp126,50.4,36.85,-76.29
2069,Norfolk VA,ssp126,51.2,36.85,-76.29
2070,Norfolk VA,ssp126,52.0,36.85,-76.29
2071,Norfolk VA,ssp126,52.64,36.85,-76.29
2072,Norfolk VA,ssp126,53.28,36.85,-76.29
2073,Norfolk VA,ssp126,53.920002,36.85,-76.29
2074,Norfolk VA,ssp126,54.56,36.85,-76.29
2075,Norfolk VA,ssp126,55.2,36.85,-76.29
2076,Norfolk VA,ssp126,55.84,36.85,-76.29
2077,Norfolk VA,ssp126,56.48,36.85,-76.29
2078,Norfolk VA,ssp126,57.120003,36.85,-76.29
2079,Norfolk VA,ssp126,57.760002,36.85,-76.29
2080,Norfolk VA,ssp126,58.4,36.85,-76.29
2081,Norfolk VA,ssp126,59.010002,36.85,-76.29
2082,Norfolk VA,ssp126,59.620003,36.85,-76.29
2083,Norfolk VA,ssp126,60.23,36.85,-76.29
2084,Norfolk VA,ssp126,60.84,36.85,-76.29
2085,Norfolk VA,ssp126,61.45,36.85,-76.29
2086,Norfolk VA,ssp126,62.06,36.85,-76.29
2087,Norfolk VA,ssp126,62.670002,36.85,-76.29
2088,Norfolk VA,ssp126,63.28,36.85,-76.29
2089,Norfolk VA,ssp126,63.89,36.85,-76.29
2090,Norfolk VA,ssp126,64.5,36.85,-76.29
2091,Norfolk VA,ssp126,65.19,36.85,-76.29
2092,Norfolk VA,ssp126,65.88,36.85,-76.29
2093,Norfolk VA,ssp126,66.57,36.85,-76.29
2094,Norfolk VA,ssp126,67.26,36.85,-76.29
2095,Norfolk VA,ssp126,67.95,36.85,-76.29
2096,Norfolk VA,ssp126,68.64,36.85,-76.29
2097,Norfolk VA,ssp126,69.33,36.85,-76.29
2098,Norfolk VA,ssp126,70.020004,36.85,-76.29
2099,Norfolk VA,ssp126,70.71,36.85,-76.29
2100,Norfolk VA,ssp126,71.4,36.85,-76.29
2020,Norfolk VA,ssp245,11.2,36.85,-76.29
2021,Norfolk VA,ssp245,12.059999,36.85,-76.29
2022,Norfolk VA,ssp245,12.92,36.85,-76.29
2023,Norfolk VA,ssp245,13.78,36.85,-76.29
2024,Norfolk VA,ssp245,14.639999,36.85,-76.29
2025,Norfolk VA,ssp245,15.5,36.85,-76.29
2026,Norfolk VA,ssp245,16.359999,36.85,-76.29
2027,Norfolk VA,ssp245,17.22,36.85,-76.29
2028,Norfolk VA,ssp245,18.08,36.85,-76.29
2029,Norfolk VA,ssp245,18.939999,36.85,-76.29
2030,Norfolk VA,ssp245,19.8,36.85,-76.29
2031,Norfolk VA,ssp245,20.67,36.85,-76.29
2032,Norfolk VA,ssp245,21.539999,36.85,-76.29
2033,Norfolk VA,ssp245,22.41,36.85,-76.29
2034,Norfolk VA,ssp245,23.279999,36.85,-76.29
2035,Norfolk VA,ssp245,24.15,36.85,-76.29
2036,Norfolk VA,ssp245,25.02,36.85,-76.29
2037,Norfolk VA,ssp245,25.89,36.85,-76.29
2038,Norfolk VA,ssp245,26.76,36.85,-76.29
2039,Norfolk VA,ssp245,27.63,36.85,-76.29
2040,Norfolk VA,ssp245,28.5,36.85,-76.29
2041,Norfolk VA,ssp245,29.45,36.85,-76.29
2042,Norfolk VA,ssp245,30.4,36.85,-76.29
2043,Norfolk VA,ssp245,31.35,36.85,-76.29
2044,Norfolk VA,ssp245,32.3,36.85,-76.29
2045,Norfolk VA,ssp245,33.25,36.85,-76.29
2046,Norfolk VA,ssp245,34.2,36.85,-76.29
2047,Norfolk VA,ssp245,35.15,36.85,-76.29
2048,Norfolk VA,ssp245,36.1,36.85,-76.29
2049,Norfolk VA,ssp245,37.05,36.85,-76.29
2050,Norfolk VA,ssp245,38.0,36.85,-76.29
2051,Norfolk VA,ssp245,38.89,36.85,-76.29
2052,Norfolk VA,ssp245,39.78,36.85,-76.29
2053,Norfolk VA,ssp245,40.670002,36.85,-76.29
2054,Norfolk VA,ssp245,41.56,36.85,-76.29
2055,Norfolk VA,ssp245,42.45,36.85,-76.29
2056,Norfolk VA,ssp245,43.34,36.85,-76.29
2057,Norfolk VA,ssp245,44.23,36.85,-76.29
2058,Norfolk VA,ssp245,45.120003,36.85,-76.29
2059,Norfolk VA,ssp245,46.010002,36.85,-76.29
2060,Norfolk VA,ssp245,46.9,36.85,-76.29
2061,Norfolk VA,ssp245,47.86,36.85,-76.29
2062,Norfolk VA,ssp245,48.82,36.85,-76.29
2063,Norfolk VA,ssp245,49.780003,36.85,-76.29
2064,Norfolk VA,ssp245,50.74,36.85,-76.29
2065,Norfolk VA,ssp245,51.7,36.85,-76.29
2066,Norfolk VA,ssp245,52.66,36.85,-76.29
2067,Norfolk VA,ssp245,53.62,36.85,-76.29
2068,Norfolk VA,ssp245,54.58,36.85,-76.29
2069,Norfolk VA,ssp245,55.54,36.85,-76.29
2070,Norfolk VA,ssp245,56.5,36.85,-76.29
2071,Norfolk VA,ssp245,57.4,36.85,-76.29
2072,Norfolk VA,ssp245,58.3,36.85,-76.29
2073,Norfolk VA,ssp245,59.2,36.85,-76.29
2074,Norfolk VA,ssp245,60.1,36.85,-76.29
2075,Norfolk VA,ssp245,61.0,36.85,-76.29
2076,Norfolk VA,ssp245,61.9,36.85,-76.29
2077,Norfolk VA,ssp245,62.8,36.85,-76.29
2078,Norfolk VA,ssp245,63.7,36.85,-76.29
2079,Norfolk VA,ssp245,64.6,36.85,-76.29
2080,Norfolk VA,ssp245,65.5,36.85,-76.29
2081,Norfolk VA,ssp245,66.35,36.85,-76.29
2082,Norfolk VA,ssp245,67.2,36.85,-76.29
2083,Norfolk VA,ssp245,68.05,36.85,-76.29
2084,Norfolk VA,ssp245,68.9,36.85,-76.29
2085,Norfolk VA,ssp245,69.75,36.85,-76.29
2086,Norfolk VA,ssp245,70.6,36.85,-76.29
2087,Norfolk VA,ssp245,71.45,36.85,-76.29
2088,Norfolk VA,ssp245,72.3,36.85,-76.29
2089,Norfolk VA,ssp245,73.15,36.85,-76.29
2090,Norfolk VA,ssp245,74.0,36.85,-76.29
2091,Norfolk VA,ssp245,74.99,36.85,-76.29
2092,Norfolk VA,ssp245,75.98,36.85,-76.29
2093,Norfolk VA,ssp245,76.97,36.85,-76.29
2094,Norfolk VA,ssp245,77.96,36.85,-76.29
2095,Norfolk VA,ssp245,78.95,36.85,-76.29
2096,Norfolk VA,ssp245,79.94,36.85,-76.29
2097,Norfolk VA,ssp245,80.93,36.85,-76.29
2098,Norfolk VA,ssp245,81.92,36.85,-76.29
2099,Norfolk VA,ssp245,82.91,36.85,-76.29
2100,Norfolk VA,ssp245,83.9,36.85,-76.29
2020,Norfolk VA,ssp370,11.1,36.85,-76.29
2021,Norfolk VA,ssp370,11.940001,36.85,-76.29
2022,Norfolk VA,ssp370,12.780001,36.85,-76.29
2023,Norfolk VA,ssp370,13.62,36.85,-76.29
2024,Norfolk VA,ssp370,14.46,36.85,-76.29
2025,Norfolk VA,ssp370,15.3,36.85,-76.29
2026,Norfolk VA,ssp370,16.14,36.85,-76.29
2027,Norfolk VA,ssp370,16.98,36.85,-76.29
2028,Norfolk VA,ssp370,17.82,36.85,-76.29
2029,Norfolk VA,ssp370,18.66,36.85,-76.29
2030,Norfolk VA,ssp370,19.5,36.85,-76.29
2031,Norfolk VA,ssp370,20.38,36.85,-76.29
2032,Norfolk VA,ssp370,21.26,36.85,-76.29
2033,Norfolk VA,ssp370,22.14,36.85,-76.29
2034,Norfolk VA,ssp370,23.02,36.85,-76.29
2035,Norfolk VA,ssp370,23.9,36.85,-76.29
2036,Norfolk VA,ssp370,24.779999,36.85,-76.29
2037,Norfolk VA,ssp370,25.66,36.85,-76.29
2038,Norfolk VA,ssp370,26.539999,36.85,-76.29
2039,Norfolk VA,ssp370,27.42,36.85,-76.29
2040,Norfolk VA,ssp370,28.3,36.85,-76.29
2041,Norfolk VA,ssp370,29.3,36.85,-76.29
2042,Norfolk VA,ssp370,30.3,36.85,-76.29
2043,Norfolk VA,ssp370,31.3,36.85,-76.29
2044,Norfolk VA,ssp370,32.3,36.85,-76.29
2045,Norfolk VA,ssp370,33.3,36.85,-76.29
2046,Norfolk VA,ssp370,34.3,36.85,-76.29
2047,Norfolk VA,ssp370,35.3,36.85,-76.29
2048,Norfolk VA,ssp370,36.3,36.85,-76.29
2049,Norfolk VA,ssp370,37.3,36.85,-76.29
2050,Norfolk VA,ssp370,38.3,36.85,-76.29
2051,Norfolk VA,ssp370,39.26,36.85,-76.29
2052,Norfolk VA,ssp370,40.22,36.85,-76.29
2053,Norfolk VA,ssp370,41.18,36.85,-76.29
2054,Norfolk VA,ssp370,42.14,36.85,-76.29
2055,Norfolk VA,ssp370,43.1,36.85,-76.29
2056,Norfolk VA,ssp370,44.06,36.85,-76.29
2057,Norfolk VA,ssp370,45.02,36.85,-76.29
2058,Norfolk VA,ssp370,45.98,36.85,-76.29
2059,Norfolk VA,ssp370,46.940002,36.85,-76.29
2060,Norfolk VA,ssp370,47.9,36.85,-76.29
2061,Norfolk VA,ssp370,48.99,36.85,-76.29
2062,Norfolk VA,ssp370,50.08,36.85,-76.29
2063,Norfolk VA,ssp370,51.170002,36.85,-76.29
2064,Norfolk VA,ssp370,52.260002,36.85,-76.29
2065,Norfolk VA,ssp370,53.35,36.85,-76.29
2066,Norfolk VA,ssp370,54.44,36.85,-76.29
2067,Norfolk VA,ssp370,55.53,36.85,-76.29
2068,Norfolk VA,ssp370,56.62,36.85,-76.29
2069,Norfolk VA,ssp370,57.71,36.85,-76.29
2070,Norfolk VA,ssp370,58.8,36.85,-76.29
2071,Norfolk VA,ssp370,59.94,36.85,-76.29
2072,Norfolk VA,ssp370,61.079998,36.85,-76.29
2073,Norfolk VA,ssp370,62.219997,36.85,-76.29
2074,Norfolk VA,ssp370,63.359997,36.85,-76.29
2075,Norfolk VA,ssp370,64.5,36.85,-76.29
2076,Norfolk VA,ssp370,65.64,36.85,-76.29
2077,Norfolk VA,ssp370,66.78,36.85,-76.29
2078,Norfolk VA,ssp370,67.92,36.85,-76.29
2079,Norfolk VA,ssp370,69.06,36.85,-76.29
2080,Norfolk VA,ssp370,70.2,36.85,-76.29
2081,Norfolk VA,ssp370,71.42,36.85,-76.29
2082,Norfolk VA,ssp370,72.64,36.85,-76.29
2083,Norfolk VA,ssp370,73.86,36.85,-76.29
2084,Norfolk VA,ssp370,75.08,36.85,-76.29
2085,Norfolk VA,ssp370,76.3,36.85,-76.29
2086,Norfolk VA,ssp370,77.52,36.85,-76.29
2087,Norfolk VA,ssp370,78.74,36.85,-76.29
2088,Norfolk VA,ssp370,79.96,36.85,-76.29
2089,Norfolk VA,ssp370,81.18,36.85,-76.29
2090,Norfolk VA,ssp370,82.4,36.85,-76.29
2091,Norfolk VA,ssp370,83.740005,36.85,-76.29
2092,Norfolk VA,ssp370,85.08,36.85,-76.29
2093,Norfolk VA,ssp370,86.42,36.85,-76.29
2094,Norfolk VA,ssp370,87.76,36.85,-76.29
2095,Norfolk VA,ssp370,89.100006,36.85,-76.29
2096,Norfolk VA,ssp370,90.44,36.85,-76.29
2097,Norfolk VA,ssp370,91.78,36.85,-76.29
2098,Norfolk VA,ssp370,93.12,36.85,-76.29
2099,Norfolk VA,ssp370,94.46001,36.85,-76.29
2100,Norfolk VA,ssp370,95.8,36.85,-76.29
2020,Norfolk VA,ssp585,11.2,36.85,-76.29
2021,Norfolk VA,ssp585,12.12,36.85,-76.29
2022,Norfolk VA,ssp585,13.04,36.85,-76.29
2023,Norfolk VA,ssp585,13.96,36.85,-76.29
2024,Norfolk VA,ssp585,14.88,36.85,-76.29
2025,Norfolk VA,ssp585,15.799999,36.85,-76.29
2026,Norfolk VA,ssp585,16.72,36.85,-76.29
2027,Norfolk VA,ssp585,17.64,36.85,-76.29
2028,Norfolk VA,ssp585,18.56,36.85,-76.29
2029,Norfolk VA,ssp585,19.48,36.85,-76.29
2030,Norfolk VA,ssp585,20.4,36.85,-76.29
2031,Norfolk VA,ssp585,21.39,36.85,-76.29
2032,Norfolk VA,ssp585,22.38,36.85,-76.29
2033,Norfolk VA,ssp585,23.369999,36.85,-76.29
2034,Norfolk VA,ssp585,24.359999,36.85,-76.29
2035,Norfolk VA,ssp585,25.349998,36.85,-76.29
2036,Norfolk VA,ssp585,26.34,36.85,-76.29
2037,Norfolk VA,ssp585,27.33,36.85,-76.29
2038,Norfolk VA,ssp585,28.32,36.85,-76.29
2039,Norfolk VA,ssp585,29.31,36.85,-76.29
2040,Norfolk VA,ssp585,30.3,36.85,-76.29
2041,Norfolk VA,ssp585,31.369999,36.85,-76.29
2042,Norfolk VA,ssp585,32.44,36.85,-76.29
2043,Norfolk VA,ssp585,33.51,36.85,-76.29
2044,Norfolk VA,ssp585,34.579998,36.85,-76.29
2045,Norfolk VA,ssp585,35.65,36.85,-76.29
2046,Norfolk VA,ssp585,36.72,36.85,-76.29
2047,Norfolk VA,ssp585,37.79,36.85,-76.29
2048,Norfolk VA,ssp585,38.86,36.85,-76.29
2049,Norfolk VA,ssp585,39.93,36.85,-76.29
2050,Norfolk VA,ssp585,41.0,36.85,-76.29
2051,Norfolk VA,ssp585,42.05,36.85,-76.29
2052,Norfolk VA,ssp585,43.1,36.85,-76.29
2053,Norfolk VA,ssp585,44.15,36.85,-76.29
2054,Norfolk VA,ssp585,45.2,36.85,-76.29
2055,Norfolk VA,ssp585,46.25,36.85,-76.29
2056,Norfolk VA,ssp585,47.3,36.85,-76.29
2057,Norfolk VA,ssp585,48.35,36.85,-76.29
2058,Norfolk VA,ssp585,49.4,36.85,-76.29
2059,Norfolk VA,ssp585,50.45,36.85,-76.29
2060,Norfolk VA,ssp585,51.5,36.85,-76.29
2061,Norfolk VA,ssp585,52.71,36.85,-76.29
2062,Norfolk VA,ssp585,53.92,36.85,-76.29
2063,Norfolk VA,ssp585,55.13,36.85,-76.29
2064,Norfolk VA,ssp585,56.34,36.85,-76.29
2065,Norfolk VA,ssp585,57.55,36.85,-76.29
2066,Norfolk VA,ssp585,58.76,36.85,-76.29
2067,Norfolk VA,ssp585,59.969997,36.85,-76.29
2068,Norfolk VA,ssp585,61.18,36.85,-76.29
2069,Norfolk VA,ssp585,62.39,36.85,-76.29
2070,Norfolk VA,ssp585,63.6,36.85,-76.29
2071,Norfolk VA,ssp585,64.84,36.85,-76.29
2072,Norfolk VA,ssp585,66.08,36.85,-76.29
2073,Norfolk VA,ssp585,67.32,36.85,-76.29
2074,Norfolk VA,ssp585,68.56,36.85,-76.29
2075,Norfolk VA,ssp585,69.8,36.85,-76.29
2076,Norfolk VA,ssp585,71.04,36.85,-76.29
2077,Norfolk VA,ssp585,72.28,36.85,-76.29
2078,Norfolk VA,ssp585,73.52,36.85,-76.29
2079,Norfolk VA,ssp585,74.76,36.85,-76.29
2080,Norfolk VA,ssp585,76.0,36.85,-76.29
2081,Norfolk VA,ssp585,77.41,36.85,-76.29
2082,Norfolk VA,ssp585,78.82,36.85,-76.29
2083,Norfolk VA,ssp585,80.229996,36.85,-76.29
2084,Norfolk VA,ssp585,81.64,36.85,-76.29
2085,Norfolk VA,ssp585,83.05,36.85,-76.29
2086,Norfolk VA,ssp585,84.46,36.85,-76.29
2087,Norfolk VA,ssp585,85.869995,36.85,-76.29
2088,Norfolk VA,ssp585,87.28,36.85,-76.29
2089,Norfolk VA,ssp585,88.69,36.85,-76.29
2090,Norfolk VA,ssp585,90.1,36.85,-76.29
2091,Norfolk VA,ssp585,91.549995,36.85,-76.29
2092,Norfolk VA,ssp585,93.0,36.85,-76.29
2093,Norfolk VA,ssp585,94.45,36.85,-76.29
2094,Norfolk VA,ssp585,95.9,36.85,-76.29
2095,Norfolk VA,ssp585,97.35,36.85,-76.29
2096,Norfolk VA,ssp585,98.799995,36.85,-76.29
2097,Norfolk VA,ssp585,100.25,36.85,-76.29
2098,Norfolk VA,ssp585,101.7,36.85,-76.29
2099,Norfolk VA,ssp585,103.15,36.85,-76.29
2100,Norfolk VA,ssp585,104.6,36.85,-76.29
2020,San Francisco CA,ssp126,4.6,37.77,-122.42
2021,San Francisco CA,ssp126,4.99,37.77,-122.42
2022,San Francisco CA,ssp126,5.38,37.77,-122.42
2023,San Francisco CA,ssp126,5.77,37.77,-122.42
2024,San Francisco CA,ssp126,6.16,37.77,-122.42
2025,San Francisco CA,ssp126,6.55,37.77,-122.42
2026,San Francisco CA,ssp126,6.94,37.77,-122.42
2027,San Francisco CA,ssp126,7.33,37.77,-122.42
2028,San Francisco CA,ssp126,7.72,37.77,-122.42
2029,San Francisco CA,ssp126,8.11,37.77,-122.42
2030,San Francisco CA,ssp126,8.5,37.77,-122.42
2031,San Francisco CA,ssp126,8.9,37.77,-122.42
2032,San Francisco CA,ssp126,9.3,37.77,-122.42
2033,San Francisco CA,ssp126,9.7,37.77,-122.42
2034,San Francisco CA,ssp126,10.1,37.77,-122.42
2035,San Francisco CA,ssp126,10.5,37.77,-122.42
2036,San Francisco CA,ssp126,10.9,37.77,-122.42
2037,San Francisco CA,ssp126,11.3,37.77,-122.42
2038,San Francisco CA,ssp126,11.7,37.77,-122.42
2039,San Francisco CA,ssp126,12.1,37.77,-122.42
2040,San Francisco CA,ssp126,12.5,37.77,-122.42
2041,San Francisco CA,ssp126,12.96,37.77,-122.42
2042,San Francisco CA,ssp126,13.42,37.77,-122.42
2043,San Francisco CA,ssp126,13.88,37.77,-122.42
2044,San Francisco CA,ssp126,14.34,37.77,-122.42
2045,San Francisco CA,ssp126,14.8,37.77,-122.42
2046,San Francisco CA,ssp126,15.26,37.77,-122.42
2047,San Francisco CA,ssp126,15.72,37.77,-122.42
2048,San Francisco CA,ssp126,16.18,37.77,-122.42
2049,San Francisco CA,ssp126,16.64,37.77,-122.42
2050,San Francisco CA,ssp126,17.1,37.77,-122.42
2051,San Francisco CA,ssp126,17.470001,37.77,-122.42
2052,San Francisco CA,ssp126,17.84,37.77,-122.42
2053,San Francisco CA,ssp126,18.21,37.77,-122.42
2054,San Francisco CA,ssp126,18.58,37.77,-122.42
2055,San Francisco CA,ssp126,18.95,37.77,-122.42
2056,San Francisco CA,ssp126,19.32,37.77,-122.42
2057,San Francisco CA,ssp126,19.689999,37.77,-122.42
2058,San Francisco CA,ssp126,20.06,37.77,-122.42
2059,San Francisco CA,ssp126,20.43,37.77,-122.42
2060,San Francisco CA,ssp126,20.8,37.77,-122.42
2061,San Francisco CA,ssp126,21.25,37.77,-122.42
2062,San Francisco CA,ssp126,21.699999,37.77,-122.42
2063,San Francisco CA,ssp126,22.15,37.77,-122.42
2064,San Francisco CA,ssp126,22.599998,37.77,-122.42
2065,San Francisco CA,ssp126,23.05,37.77,-122.42
2066,San Francisco CA,ssp126,23.5,37.77,-122.42
2067,San Francisco CA,ssp126,23.949999,37.77,-122.42
2068,San Francisco CA,ssp126,24.4,37.77,-122.42
2069,San Francisco CA,ssp126,24.849998,37.77,-122.42
2070,San Francisco CA,ssp126,25.3,37.77,-122.42
2071,San Francisco CA,ssp126,25.699999,37.77,-122.42
2072,San Francisco CA,ssp126,26.099998,37.77,-122.42
2073,San Francisco CA,ssp126,26.5,37.77,-122.42
2074,San Francisco CA,ssp126,26.9,37.77,-122.42
2075,San Francisco CA,ssp126,27.3,37.77,-122.42
2076,San Francisco CA,ssp126,27.699999,37.77,-122.42
2077,San Francisco CA,ssp126,28.099998,37.77,-122.42
2078,San Francisco CA,ssp126,28.5,37.77,-122.42
2079,San Francisco CA,ssp126,28.9,37.77,-122.42
2080,San Francisco CA,ssp126,29.3,37.77,-122.42
2081,San Francisco CA,ssp126,29.75,37.77,-122.42
2082,San Francisco CA,ssp126,30.199999,37.77,-122.42
2083,San Francisco CA,ssp126,30.65,37.77,-122.42
2084,San Francisco CA,ssp126,31.099998,37.77,-122.42
2085,San Francisco CA,ssp126,31.55,37.77,-122.42
2086,San Francisco CA,ssp126,32.0,37.77,-122.42
2087,San Francisco CA,ssp126,32.45,37.77,-122.42
2088,San Francisco CA,ssp126,32.899998,37.77,-122.42
2089,San Francisco CA,ssp126,33.35,37.77,-122.42
2090,San Francisco CA,ssp126,33.8,37.77,-122.42
2091,San Francisco CA,ssp126,34.22,37.77,-122.42
2092,San Francisco CA,ssp126,34.64,37.77,-122.42
2093,San Francisco CA,ssp126,35.059998,37.77,-122.42
2094,San Francisco CA,ssp126,35.48,37.77,-122.42
2095,San Francisco CA,ssp126,35.9,37.77,-122.42
2096,San Francisco CA,ssp126,36.32,37.77,-122.42
2097,San Francisco CA,ssp126,36.739998,37.77,-122.42
2098,San Francisco CA,ssp126,37.16,37.77,-122.42
2099,San Francisco CA,ssp126,37.58,37.77,-122.42
2100,San Francisco CA,ssp126,38.0,37.77,-122.42
2020,San Francisco CA,ssp245,4.5,37.77,-122.42
2021,San Francisco CA,ssp245,4.89,37.77,-122.42
2022,San Francisco CA,ssp245,5.2799997,37.77,-122.42
2023,San Francisco CA,ssp245,5.67,37.77,-122.42
2024,San Francisco CA,ssp245,6.06,37.77,-122.42
2025,San Francisco CA,ssp245,6.45,37.77,-122.42
2026,San Francisco CA,ssp245,6.8399997,37.77,-122.42
2027,San Francisco CA,ssp245,7.2299995,37.77,-122.42
2028,San Francisco CA,ssp245,7.62,37.77,-122.42
2029,San Francisco CA,ssp245,8.009999,37.77,-122.42
2030,San Francisco CA,ssp245,8.4,37.77,-122.42
2031,San Francisco CA,ssp245,8.809999,37.77,-122.42
2032,San Francisco CA,ssp245,9.219999,37.77,-122.42
2033,San Francisco CA,ssp245,9.63,37.77,-122.42
2034,San Francisco CA,ssp245,10.04,37.77,-122.42
2035,San Francisco CA,ssp245,10.45,37.77,-122.42
2036,San Francisco CA,ssp245,10.86,37.77,-122.42
2037,San Francisco CA,ssp245,11.2699995,37.77,-122.42
2038,San Francisco CA,ssp245,11.68,37.77,-122.42
2039,San Francisco CA,ssp245,12.09,37.77,-122.42
2040,San Francisco CA,ssp245,12.5,37.77,-122.42
2041,San Francisco CA,ssp245,13.03,37.77,-122.42
2042,San Francisco CA,ssp245,13.559999,37.77,-122.42
2043,San Francisco CA,ssp245,14.09,37.77,-122.42
2044,San Francisco CA,ssp245,14.62,37.77,-122.42
2045,San Francisco CA,ssp245,15.15,37.77,-122.42
2046,San Francisco CA,ssp245,15.679999,37.77,-122.42
2047,San Francisco CA,ssp245,16.21,37.77,-122.42
2048,San Francisco CA,ssp245,16.74,37.77,-122.42
2049,San Francisco CA,ssp245,17.269999,37.77,-122.42
2050,San Francisco CA,ssp245,17.8,37.77,-122.42
2051,San Francisco CA,ssp245,18.269999,37.77,-122.42
2052,San Francisco CA,ssp245,18.74,37.77,-122.42
2053,San Francisco CA,ssp245,19.21,37.77,-122.42
2054,San Francisco CA,ssp245,19.68,37.77,-122.42
2055,San Francisco CA,ssp245,20.15,37.77,-122.42
2056,San Francisco CA,ssp245,20.619999,37.77,-122.42
2057,San Francisco CA,ssp245,21.09,37.77,-122.42
2058,San Francisco CA,ssp245,21.56,37.77,-122.42
